              k             kx             ky         energy
              k             kx             ky            wf1            wf2            wf3            wf4            wf5            wf6            wf7            wf8
         -1.042         -0.000         -1.042        -17.760         -6.271         -5.406         -4.538          5.423          5.992         12.187         24.361
         -1.037         -0.000         -1.037        -17.763         -6.275         -5.390         -4.529          5.410          5.975         12.204         24.388
         -1.031         -0.000         -1.031        -17.765         -6.280         -5.374         -4.520          5.396          5.957         12.221         24.415
         -1.026         -0.000         -1.026        -17.767         -6.284         -5.358         -4.510          5.383          5.939         12.238         24.441
         -1.021         -0.000         -1.021        -17.769         -6.289         -5.342         -4.501          5.369          5.921         12.255         24.468
         -1.016         -0.000         -1.016        -17.771         -6.293         -5.327         -4.492          5.356          5.904         12.272         24.494
         -1.011         -0.000         -1.011        -17.773         -6.298         -5.311         -4.483          5.343          5.886         12.289         24.521
         -1.005         -0.000         -1.005        -17.774         -6.302         -5.295         -4.474          5.329          5.868         12.306         24.547
         -1.000         -0.000         -1.000        -17.776         -6.306         -5.280         -4.464          5.316          5.851         12.323         24.574
         -0.995         -0.000         -0.995        -17.778         -6.311         -5.264         -4.455          5.303          5.833         12.339         24.600
         -0.990         -0.000         -0.990        -17.780         -6.315         -5.249         -4.446          5.289          5.816         12.356         24.626
         -0.984         -0.000         -0.984        -17.782         -6.319         -5.233         -4.437          5.276          5.798         12.373         24.652
         -0.979         -0.000         -0.979        -17.784         -6.324         -5.218         -4.428          5.263          5.781         12.389         24.678
         -0.974         -0.000         -0.974        -17.786         -6.328         -5.202         -4.418          5.250          5.764         12.406         24.705
         -0.969         -0.000         -0.969        -17.788         -6.332         -5.187         -4.409          5.236          5.746         12.422         24.731
         -0.963         -0.000         -0.963        -17.790         -6.337         -5.171         -4.400          5.223          5.729         12.438         24.757
         -0.958         -0.000         -0.958        -17.792         -6.341         -5.156         -4.391          5.210          5.712         12.455         24.783
         -0.953         -0.000         -0.953        -17.793         -6.345         -5.141         -4.382          5.197          5.694         12.471         24.808
         -0.948         -0.000         -0.948        -17.795         -6.349         -5.125         -4.373          5.184          5.677         12.487         24.834
         -0.942         -0.000         -0.942        -17.797         -6.353         -5.110         -4.364          5.171          5.660         12.503         24.860
         -0.937         -0.000         -0.937        -17.799         -6.357         -5.095         -4.355          5.158          5.643         12.519         24.886
         -0.932         -0.000         -0.932        -17.801         -6.361         -5.080         -4.346          5.145          5.626         12.535         24.911
         -0.927         -0.000         -0.927        -17.802         -6.366         -5.065         -4.337          5.132          5.609         12.551         24.937
         -0.922         -0.000         -0.922        -17.804         -6.370         -5.050         -4.328          5.119          5.592         12.567         24.962
         -0.916         -0.000         -0.916        -17.806         -6.374         -5.035         -4.319          5.106          5.575         12.582         24.988
         -0.911         -0.000         -0.911        -17.808         -6.378         -5.020         -4.310          5.093          5.558         12.598         25.013
         -0.906         -0.000         -0.906        -17.810         -6.382         -5.005         -4.301          5.080          5.541         12.613         25.038
         -0.901         -0.000         -0.901        -17.811         -6.386         -4.990         -4.292          5.068          5.524         12.629         25.064
         -0.895         -0.000         -0.895        -17.813         -6.390         -4.975         -4.283          5.055          5.507         12.644         25.089
         -0.890         -0.000         -0.890        -17.815         -6.393         -4.960         -4.274          5.042          5.490         12.660         25.114
         -0.885         -0.000         -0.885        -17.816         -6.397         -4.945         -4.266          5.030          5.474         12.675         25.139
         -0.880         -0.000         -0.880        -17.818         -6.401         -4.931         -4.257          5.017          5.457         12.690         25.164
         -0.874         -0.000         -0.874        -17.820         -6.405         -4.916         -4.248          5.004          5.440         12.705         25.189
         -0.869         -0.000         -0.869        -17.821         -6.409         -4.901         -4.239          4.992          5.424         12.720         25.213
         -0.864         -0.000         -0.864        -17.823         -6.413         -4.886         -4.230          4.979          5.407         12.735         25.238
         -0.859         -0.000         -0.859        -17.825         -6.416         -4.872         -4.222          4.967          5.391         12.750         25.263
         -0.853         -0.000         -0.853        -17.826         -6.420         -4.857         -4.213          4.954          5.374         12.765         25.287
         -0.848         -0.000         -0.848        -17.828         -6.424         -4.843         -4.204          4.942          5.358         12.780         25.312
         -0.843         -0.000         -0.843        -17.830         -6.428         -4.828         -4.196          4.929          5.341         12.795         25.336
         -0.838         -0.000         -0.838        -17.831         -6.431         -4.814         -4.187          4.917          5.325         12.809         25.360
         -0.833         -0.000         -0.833        -17.833         -6.435         -4.800         -4.178          4.905          5.309         12.824         25.385
         -0.827         -0.000         -0.827        -17.834         -6.439         -4.785         -4.170          4.892          5.293         12.838         25.409
         -0.822         -0.000         -0.822        -17.836         -6.442         -4.771         -4.161          4.880          5.277         12.853         25.433
         -0.817         -0.000         -0.817        -17.837         -6.446         -4.757         -4.152          4.868          5.261         12.867         25.457
         -0.812         -0.000         -0.812        -17.839         -6.449         -4.743         -4.144          4.856          5.245         12.881         25.481
         -0.806         -0.000         -0.806        -17.840         -6.453         -4.729         -4.135          4.844          5.229         12.896         25.504
         -0.801         -0.000         -0.801        -17.842         -6.457         -4.714         -4.127          4.832          5.213         12.910         25.528
         -0.796         -0.000         -0.796        -17.844         -6.460         -4.700         -4.118          4.820          5.197         12.924         25.552
         -0.791         -0.000         -0.791        -17.845         -6.464         -4.686         -4.110          4.808          5.181         12.938         25.575
         -0.785         -0.000         -0.785        -17.846         -6.467         -4.673         -4.102          4.796          5.165         12.951         25.598
         -0.780         -0.000         -0.780        -17.848         -6.470         -4.659         -4.093          4.784          5.149         12.965         25.622
         -0.775         -0.000         -0.775        -17.849         -6.474         -4.645         -4.085          4.772          5.134         12.979         25.645
         -0.770         -0.000         -0.770        -17.851         -6.477         -4.631         -4.076          4.760          5.118         12.993         25.668
         -0.764         -0.000         -0.764        -17.852         -6.481         -4.617         -4.068          4.748          5.103         13.006         25.691
         -0.759         -0.000         -0.759        -17.854         -6.484         -4.604         -4.060          4.737          5.087         13.020         25.714
         -0.754         -0.000         -0.754        -17.855         -6.487         -4.590         -4.052          4.725          5.072         13.033         25.737
         -0.749         -0.000         -0.749        -17.857         -6.491         -4.577         -4.043          4.713          5.057         13.046         25.759
         -0.744         -0.000         -0.744        -17.858         -6.494         -4.563         -4.035          4.702          5.041         13.060         25.782
         -0.738         -0.000         -0.738        -17.859         -6.497         -4.550         -4.027          4.690          5.026         13.073         25.805
         -0.733         -0.000         -0.733        -17.861         -6.500         -4.536         -4.019          4.679          5.011         13.086         25.827
         -0.728         -0.000         -0.728        -17.862         -6.504         -4.523         -4.011          4.667          4.996         13.099         25.849
         -0.723         -0.000         -0.723        -17.863         -6.507         -4.510         -4.003          4.656          4.981         13.112         25.871
         -0.717         -0.000         -0.717        -17.865         -6.510         -4.496         -3.994          4.645          4.966         13.125         25.894
         -0.712         -0.000         -0.712        -17.866         -6.513         -4.483         -3.986          4.633          4.951         13.137         25.916
         -0.707         -0.000         -0.707        -17.867         -6.516         -4.470         -3.978          4.622          4.936         13.150         25.937
         -0.702         -0.000         -0.702        -17.869         -6.519         -4.457         -3.970          4.611          4.921         13.163         25.959
         -0.696         -0.000         -0.696        -17.870         -6.522         -4.444         -3.962          4.600          4.907         13.175         25.981
         -0.691         -0.000         -0.691        -17.871         -6.525         -4.431         -3.955          4.589          4.892         13.188         26.002
         -0.686         -0.000         -0.686        -17.873         -6.528         -4.418         -3.947          4.577          4.877         13.200         26.024
         -0.681         -0.000         -0.681        -17.874         -6.531         -4.405         -3.939          4.567          4.863         13.212         26.045
         -0.675         -0.000         -0.675        -17.875         -6.534         -4.393         -3.931          4.556          4.848         13.224         26.066
         -0.670         -0.000         -0.670        -17.876         -6.537         -4.380         -3.923          4.545          4.834         13.237         26.087
         -0.665         -0.000         -0.665        -17.878         -6.540         -4.367         -3.915          4.534          4.820         13.249         26.108
         -0.660         -0.000         -0.660        -17.879         -6.543         -4.355         -3.908          4.523          4.806         13.260         26.129
         -0.654         -0.000         -0.654        -17.880         -6.546         -4.342         -3.900          4.512          4.791         13.272         26.150
         -0.649         -0.000         -0.649        -17.881         -6.549         -4.330         -3.892          4.502          4.777         13.284         26.170
         -0.644         -0.000         -0.644        -17.883         -6.552         -4.318         -3.885          4.491          4.763         13.296         26.191
         -0.639         -0.000         -0.639        -17.884         -6.555         -4.305         -3.877          4.480          4.749         13.307         26.211
         -0.634         -0.000         -0.634        -17.885         -6.557         -4.293         -3.870          4.470          4.736         13.319         26.231
         -0.628         -0.000         -0.628        -17.886         -6.560         -4.281         -3.862          4.459          4.722         13.330         26.252
         -0.623         -0.000         -0.623        -17.887         -6.563         -4.269         -3.855          4.449          4.708         13.342         26.271
         -0.618         -0.000         -0.618        -17.888         -6.566         -4.257         -3.847          4.439          4.695         13.353         26.291
         -0.613         -0.000         -0.613        -17.890         -6.568         -4.245         -3.840          4.428          4.681         13.364         26.311
         -0.607         -0.000         -0.607        -17.891         -6.571         -4.233         -3.832          4.418          4.668         13.375         26.331
         -0.602         -0.000         -0.602        -17.892         -6.574         -4.221         -3.825          4.408          4.654         13.386         26.350
         -0.597         -0.000         -0.597        -17.893         -6.576         -4.210         -3.818          4.398          4.641         13.397         26.369
         -0.592         -0.000         -0.592        -17.894         -6.579         -4.198         -3.810          4.388          4.628         13.408         26.389
         -0.586         -0.000         -0.586        -17.895         -6.581         -4.186         -3.803          4.378          4.615         13.419         26.408
         -0.581         -0.000         -0.581        -17.896         -6.584         -4.175         -3.796          4.368          4.602         13.429         26.427
         -0.576         -0.000         -0.576        -17.897         -6.587         -4.163         -3.789          4.358          4.589         13.440         26.445
         -0.571         -0.000         -0.571        -17.898         -6.589         -4.152         -3.782          4.348          4.576         13.450         26.464
         -0.565         -0.000         -0.565        -17.899         -6.592         -4.141         -3.775          4.338          4.563         13.461         26.483
         -0.560         -0.000         -0.560        -17.900         -6.594         -4.130         -3.768          4.329          4.550         13.471         26.501
         -0.555         -0.000         -0.555        -17.901         -6.596         -4.119         -3.761          4.319          4.538         13.481         26.519
         -0.550         -0.000         -0.550        -17.902         -6.599         -4.108         -3.754          4.310          4.525         13.492         26.537
         -0.545         -0.000         -0.545        -17.903         -6.601         -4.097         -3.747          4.300          4.513         13.502         26.555
         -0.539         -0.000         -0.539        -17.904         -6.604         -4.086         -3.740          4.291          4.501         13.512         26.573
         -0.534         -0.000         -0.534        -17.905         -6.606         -4.075         -3.733          4.281          4.488         13.521         26.591
         -0.529         -0.000         -0.529        -17.906         -6.608         -4.064         -3.726          4.272          4.476         13.531         26.609
         -0.524         -0.000         -0.524        -17.907         -6.611         -4.054         -3.719          4.263          4.464         13.541         26.626
         -0.518         -0.000         -0.518        -17.908         -6.613         -4.043         -3.713          4.253          4.452         13.551         26.643
         -0.513         -0.000         -0.513        -17.909         -6.615         -4.033         -3.706          4.244          4.440         13.560         26.660
         -0.508         -0.000         -0.508        -17.910         -6.618         -4.022         -3.699          4.235          4.429         13.569         26.677
         -0.503         -0.000         -0.503        -17.911         -6.620         -4.012         -3.693          4.226          4.417         13.579         26.694
         -0.497         -0.000         -0.497        -17.912         -6.622         -4.002         -3.686          4.217          4.405         13.588         26.711
         -0.492         -0.000         -0.492        -17.913         -6.624         -3.992         -3.680          4.208          4.394         13.597         26.727
         -0.487         -0.000         -0.487        -17.914         -6.626         -3.982         -3.673          4.200          4.383         13.606         26.744
         -0.482         -0.000         -0.482        -17.915         -6.628         -3.972         -3.667          4.191          4.371         13.615         26.760
         -0.476         -0.000         -0.476        -17.916         -6.630         -3.962         -3.660          4.182          4.360         13.624         26.776
         -0.471         -0.000         -0.471        -17.916         -6.633         -3.952         -3.654          4.173          4.349         13.633         26.792
         -0.466         -0.000         -0.466        -17.917         -6.635         -3.942         -3.648          4.165          4.338         13.642         26.808
         -0.461         -0.000         -0.461        -17.918         -6.637         -3.933         -3.642          4.156          4.327         13.650         26.824
         -0.456         -0.000         -0.456        -17.919         -6.639         -3.923         -3.635          4.148          4.317         13.659         26.839
         -0.450         -0.000         -0.450        -17.920         -6.641         -3.914         -3.629          4.140          4.306         13.667         26.854
         -0.445         -0.000         -0.445        -17.921         -6.643         -3.905         -3.623          4.131          4.296         13.675         26.870
         -0.440         -0.000         -0.440        -17.921         -6.645         -3.895         -3.617          4.123          4.285         13.684         26.885
         -0.435         -0.000         -0.435        -17.922         -6.646         -3.886         -3.611          4.115          4.275         13.692         26.899
         -0.429         -0.000         -0.429        -17.923         -6.648         -3.877         -3.605          4.107          4.265         13.700         26.914
         -0.424         -0.000         -0.424        -17.924         -6.650         -3.868         -3.599          4.099          4.255         13.708         26.929
         -0.419         -0.000         -0.419        -17.925         -6.652         -3.860         -3.593          4.091          4.245         13.716         26.943
         -0.414         -0.000         -0.414        -17.925         -6.654         -3.851         -3.587          4.083          4.235         13.723         26.957
         -0.408         -0.000         -0.408        -17.926         -6.656         -3.842         -3.582          4.075          4.225         13.731         26.971
         -0.403         -0.000         -0.403        -17.927         -6.658         -3.834         -3.576          4.068          4.215         13.739         26.985
         -0.398         -0.000         -0.398        -17.927         -6.659         -3.825         -3.570          4.060          4.206         13.746         26.999
         -0.393         -0.000         -0.393        -17.928         -6.661         -3.817         -3.565          4.052          4.197         13.754         27.013
         -0.387         -0.000         -0.387        -17.929         -6.663         -3.809         -3.559          4.045          4.187         13.761         27.026
         -0.382         -0.000         -0.382        -17.930         -6.664         -3.801         -3.553          4.037          4.178         13.768         27.039
         -0.377         -0.000         -0.377        -17.930         -6.666         -3.793         -3.548          4.030          4.169         13.775         27.052
         -0.372         -0.000         -0.372        -17.931         -6.668         -3.785         -3.543          4.023          4.160         13.782         27.065
         -0.367         -0.000         -0.367        -17.932         -6.669         -3.777         -3.537          4.016          4.151         13.789         27.078
         -0.361         -0.000         -0.361        -17.932         -6.671         -3.769         -3.532          4.008          4.143         13.796         27.091
         -0.356         -0.000         -0.356        -17.933         -6.673         -3.762         -3.527          4.001          4.134         13.803         27.103
         -0.351         -0.000         -0.351        -17.934         -6.674         -3.754         -3.521          3.994          4.126         13.809         27.116
         -0.346         -0.000         -0.346        -17.934         -6.676         -3.747         -3.516          3.987          4.118         13.816         27.128
         -0.340         -0.000         -0.340        -17.935         -6.677         -3.740         -3.511          3.981          4.109         13.822         27.140
         -0.335         -0.000         -0.335        -17.935         -6.679         -3.733         -3.506          3.974          4.101         13.829         27.151
         -0.330         -0.000         -0.330        -17.936         -6.680         -3.726         -3.501          3.967          4.093         13.835         27.163
         -0.325         -0.000         -0.325        -17.937         -6.681         -3.719         -3.496          3.961          4.086         13.841         27.174
         -0.319         -0.000         -0.319        -17.937         -6.683         -3.712         -3.491          3.954          4.078         13.847         27.186
         -0.314         -0.000         -0.314        -17.938         -6.684         -3.705         -3.486          3.948          4.070         13.853         27.197
         -0.309         -0.000         -0.309        -17.938         -6.686         -3.698         -3.482          3.941          4.063         13.859         27.208
         -0.304         -0.000         -0.304        -17.939         -6.687         -3.692         -3.477          3.935          4.056         13.865         27.218
         -0.298         -0.000         -0.298        -17.939         -6.688         -3.686         -3.472          3.929          4.049         13.871         27.229
         -0.293         -0.000         -0.293        -17.940         -6.690         -3.679         -3.468          3.922          4.042         13.876         27.239
         -0.288         -0.000         -0.288        -17.940         -6.691         -3.673         -3.463          3.916          4.035         13.882         27.250
         -0.283         -0.000         -0.283        -17.941         -6.692         -3.667         -3.459          3.910          4.028         13.887         27.260
         -0.278         -0.000         -0.278        -17.942         -6.693         -3.661         -3.454          3.905          4.021         13.892         27.269
         -0.272         -0.000         -0.272        -17.942         -6.695         -3.655         -3.450          3.899          4.015         13.898         27.279
         -0.267         -0.000         -0.267        -17.942         -6.696         -3.650         -3.446          3.893          4.008         13.903         27.289
         -0.262         -0.000         -0.262        -17.943         -6.697         -3.644         -3.442          3.887          4.002         13.908         27.298
         -0.257         -0.000         -0.257        -17.943         -6.698         -3.639         -3.437          3.882          3.996         13.913         27.307
         -0.251         -0.000         -0.251        -17.944         -6.699         -3.633         -3.433          3.876          3.990         13.917         27.316
         -0.246         -0.000         -0.246        -17.944         -6.700         -3.628         -3.429          3.871          3.984         13.922         27.325
         -0.241         -0.000         -0.241        -17.945         -6.701         -3.623         -3.425          3.866          3.978         13.927         27.334
         -0.236         -0.000         -0.236        -17.945         -6.702         -3.618         -3.422          3.861          3.973         13.931         27.342
         -0.230         -0.000         -0.230        -17.946         -6.703         -3.613         -3.418          3.856          3.967         13.936         27.350
         -0.225         -0.000         -0.225        -17.946         -6.704         -3.608         -3.414          3.851          3.962         13.940         27.358
         -0.220         -0.000         -0.220        -17.946         -6.705         -3.603         -3.410          3.846          3.957         13.944         27.366
         -0.215         -0.000         -0.215        -17.947         -6.706         -3.599         -3.407          3.841          3.952         13.948         27.374
         -0.209         -0.000         -0.209        -17.947         -6.707         -3.594         -3.403          3.836          3.947         13.952         27.382
         -0.204         -0.000         -0.204        -17.948         -6.708         -3.590         -3.400          3.832          3.942         13.956         27.389
         -0.199         -0.000         -0.199        -17.948         -6.709         -3.586         -3.396          3.827          3.937         13.960         27.396
         -0.194         -0.000         -0.194        -17.948         -6.710         -3.582         -3.393          3.823          3.933         13.964         27.403
         -0.188         -0.000         -0.188        -17.949         -6.711         -3.577         -3.390          3.818          3.928         13.968         27.410
         -0.183         -0.000         -0.183        -17.949         -6.712         -3.574         -3.387          3.814          3.924         13.971         27.417
         -0.178         -0.000         -0.178        -17.949         -6.712         -3.570         -3.384          3.810          3.920         13.974         27.423
         -0.173         -0.000         -0.173        -17.950         -6.713         -3.566         -3.381          3.806          3.915         13.978         27.429
         -0.168         -0.000         -0.168        -17.950         -6.714         -3.563         -3.378          3.802          3.912         13.981         27.436
         -0.162         -0.000         -0.162        -17.950         -6.715         -3.559         -3.375          3.799          3.908         13.984         27.441
         -0.157         -0.000         -0.157        -17.950         -6.715         -3.556         -3.372          3.795          3.904         13.987         27.447
         -0.152         -0.000         -0.152        -17.951         -6.716         -3.553         -3.369          3.791          3.900         13.990         27.453
         -0.147         -0.000         -0.147        -17.951         -6.717         -3.549         -3.367          3.788          3.897         13.993         27.458
         -0.141         -0.000         -0.141        -17.951         -6.717         -3.546         -3.364          3.785          3.894         13.996         27.463
         -0.136         -0.000         -0.136        -17.952         -6.718         -3.544         -3.362          3.781          3.890         13.998         27.468
         -0.131         -0.000         -0.131        -17.952         -6.718         -3.541         -3.360          3.778          3.887         14.001         27.473
         -0.126         -0.000         -0.126        -17.952         -6.719         -3.538         -3.357          3.775          3.884         14.003         27.478
         -0.120         -0.000         -0.120        -17.952         -6.720         -3.536         -3.355          3.772          3.882         14.006         27.482
         -0.115         -0.000         -0.115        -17.952         -6.720         -3.533         -3.353          3.770          3.879         14.008         27.486
         -0.110         -0.000         -0.110        -17.953         -6.721         -3.531         -3.351          3.767          3.876         14.010         27.490
         -0.105         -0.000         -0.105        -17.953         -6.721         -3.528         -3.349          3.765          3.874         14.012         27.494
         -0.099         -0.000         -0.099        -17.953         -6.722         -3.526         -3.347          3.762          3.871         14.014         27.498
         -0.094         -0.000         -0.094        -17.953         -6.722         -3.524         -3.346          3.760          3.869         14.016         27.501
         -0.089         -0.000         -0.089        -17.953         -6.722         -3.522         -3.344          3.758          3.867         14.018         27.505
         -0.084         -0.000         -0.084        -17.954         -6.723         -3.521         -3.343          3.756          3.865         14.019         27.508
         -0.079         -0.000         -0.079        -17.954         -6.723         -3.519         -3.341          3.754          3.863         14.021         27.511
         -0.073         -0.000         -0.073        -17.954         -6.723         -3.517         -3.340          3.752          3.862         14.022         27.513
         -0.068         -0.000         -0.068        -17.954         -6.724         -3.516         -3.338          3.750          3.860         14.024         27.516
         -0.063         -0.000         -0.063        -17.954         -6.724         -3.515         -3.337          3.749          3.858         14.025         27.518
         -0.058         -0.000         -0.058        -17.954         -6.724         -3.513         -3.336          3.747          3.857         14.026         27.521
         -0.052         -0.000         -0.052        -17.954         -6.725         -3.512         -3.335          3.746          3.856         14.027         27.522
         -0.047         -0.000         -0.047        -17.954         -6.725         -3.511         -3.334          3.745          3.855         14.028         27.524
         -0.042         -0.000         -0.042        -17.954         -6.725         -3.510         -3.333          3.744          3.854         14.029         27.526
         -0.037         -0.000         -0.037        -17.954         -6.725         -3.509         -3.333          3.743          3.853         14.030         27.527
         -0.031         -0.000         -0.031        -17.955         -6.725         -3.509         -3.332          3.742          3.852         14.030         27.529
         -0.026         -0.000         -0.026        -17.955         -6.725         -3.508         -3.332          3.741          3.851         14.031         27.530
         -0.021         -0.000         -0.021        -17.955         -6.725         -3.508         -3.331          3.741          3.851         14.031         27.530
         -0.016         -0.000         -0.016        -17.955         -6.726         -3.507         -3.331          3.740          3.850         14.032         27.531
         -0.010         -0.000         -0.010        -17.955         -6.726         -3.507         -3.331          3.740          3.850         14.032         27.532
         -0.005         -0.000         -0.005        -17.955         -6.726         -3.507         -3.330          3.740          3.850         14.032         27.532
          0.000          0.000          0.000        -17.955         -6.726         -3.507         -3.330          3.740          3.850         14.032         27.532
          0.005          0.000          0.005        -17.955         -6.726         -3.507         -3.330          3.740          3.850         14.032         27.532
          0.010          0.000          0.010        -17.955         -6.726         -3.507         -3.331          3.740          3.850         14.032         27.532
          0.016          0.000          0.016        -17.955         -6.726         -3.507         -3.331          3.740          3.850         14.032         27.531
          0.021          0.000          0.021        -17.955         -6.725         -3.508         -3.331          3.741          3.851         14.031         27.530
          0.026          0.000          0.026        -17.955         -6.725         -3.508         -3.332          3.741          3.851         14.031         27.530
          0.031          0.000          0.031        -17.955         -6.725         -3.509         -3.332          3.742          3.852         14.030         27.529
          0.037          0.000          0.037        -17.954         -6.725         -3.509         -3.333          3.743          3.853         14.030         27.527
          0.042          0.000          0.042        -17.954         -6.725         -3.510         -3.333          3.744          3.854         14.029         27.526
          0.047          0.000          0.047        -17.954         -6.725         -3.511         -3.334          3.745          3.855         14.028         27.524
          0.052          0.000          0.052        -17.954         -6.725         -3.512         -3.335          3.746          3.856         14.027         27.522
          0.058          0.000          0.058        -17.954         -6.724         -3.513         -3.336          3.747          3.857         14.026         27.521
          0.063          0.000          0.063        -17.954         -6.724         -3.515         -3.337          3.749          3.858         14.025         27.518
          0.068          0.000          0.068        -17.954         -6.724         -3.516         -3.338          3.750          3.860         14.024         27.516
          0.073          0.000          0.073        -17.954         -6.723         -3.517         -3.340          3.752          3.862         14.022         27.513
          0.079          0.000          0.079        -17.954         -6.723         -3.519         -3.341          3.754          3.863         14.021         27.511
          0.084          0.000          0.084        -17.954         -6.723         -3.521         -3.343          3.756          3.865         14.019         27.508
          0.089          0.000          0.089        -17.953         -6.722         -3.522         -3.344          3.758          3.867         14.018         27.505
          0.094          0.000          0.094        -17.953         -6.722         -3.524         -3.346          3.760          3.869         14.016         27.501
          0.099          0.000          0.099        -17.953         -6.722         -3.526         -3.347          3.762          3.871         14.014         27.498
          0.105          0.000          0.105        -17.953         -6.721         -3.528         -3.349          3.765          3.874         14.012         27.494
          0.110          0.000          0.110        -17.953         -6.721         -3.531         -3.351          3.767          3.876         14.010         27.490
          0.115          0.000          0.115        -17.952         -6.720         -3.533         -3.353          3.770          3.879         14.008         27.486
          0.120          0.000          0.120        -17.952         -6.720         -3.536         -3.355          3.772          3.882         14.006         27.482
          0.126          0.000          0.126        -17.952         -6.719         -3.538         -3.357          3.775          3.884         14.003         27.478
          0.131          0.000          0.131        -17.952         -6.718         -3.541         -3.360          3.778          3.887         14.001         27.473
          0.136          0.000          0.136        -17.952         -6.718         -3.544         -3.362          3.781          3.890         13.998         27.468
          0.141          0.000          0.141        -17.951         -6.717         -3.546         -3.364          3.785          3.894         13.996         27.463
          0.147          0.000          0.147        -17.951         -6.717         -3.549         -3.367          3.788          3.897         13.993         27.458
          0.152          0.000          0.152        -17.951         -6.716         -3.553         -3.369          3.791          3.900         13.990         27.453
          0.157          0.000          0.157        -17.950         -6.715         -3.556         -3.372          3.795          3.904         13.987         27.447
          0.162          0.000          0.162        -17.950         -6.715         -3.559         -3.375          3.799          3.908         13.984         27.441
          0.168          0.000          0.168        -17.950         -6.714         -3.563         -3.378          3.802          3.912         13.981         27.436
          0.173          0.000          0.173        -17.950         -6.713         -3.566         -3.381          3.806          3.915         13.978         27.429
          0.178          0.000          0.178        -17.949         -6.712         -3.570         -3.384          3.810          3.920         13.974         27.423
          0.183          0.000          0.183        -17.949         -6.712         -3.574         -3.387          3.814          3.924         13.971         27.417
          0.188          0.000          0.188        -17.949         -6.711         -3.577         -3.390          3.818          3.928         13.968         27.410
          0.194          0.000          0.194        -17.948         -6.710         -3.582         -3.393          3.823          3.933         13.964         27.403
          0.199          0.000          0.199        -17.948         -6.709         -3.586         -3.396          3.827          3.937         13.960         27.396
          0.204          0.000          0.204        -17.948         -6.708         -3.590         -3.400          3.832          3.942         13.956         27.389
          0.209          0.000          0.209        -17.947         -6.707         -3.594         -3.403          3.836          3.947         13.952         27.382
          0.215          0.000          0.215        -17.947         -6.706         -3.599         -3.407          3.841          3.952         13.948         27.374
          0.220          0.000          0.220        -17.946         -6.705         -3.603         -3.410          3.846          3.957         13.944         27.366
          0.225          0.000          0.225        -17.946         -6.704         -3.608         -3.414          3.851          3.962         13.940         27.358
          0.230          0.000          0.230        -17.946         -6.703         -3.613         -3.418          3.856          3.967         13.936         27.350
          0.236          0.000          0.236        -17.945         -6.702         -3.618         -3.422          3.861          3.973         13.931         27.342
          0.241          0.000          0.241        -17.945         -6.701         -3.623         -3.425          3.866          3.978         13.927         27.334
          0.246          0.000          0.246        -17.944         -6.700         -3.628         -3.429          3.871          3.984         13.922          0.473
          0.251          0.000          0.251        -17.944         -6.699         -3.633         -3.433          3.876          3.990         13.917         27.316
          0.257          0.000          0.257        -17.943         -6.698         -3.639         -3.437          3.882          3.996         13.913          0.472
          0.262          0.000          0.262        -17.943         -6.697         -3.644         -3.442          3.887          4.002         13.908         27.298
          0.267          0.000          0.267        -17.942         -6.696         -3.650         -3.446          3.893          4.008         13.903          0.471
          0.272          0.000          0.272        -17.942         -6.695         -3.655         -3.450          3.899          4.015         13.898         27.279
          0.278          0.000          0.278        -17.942         -6.693         -3.661         -3.454          3.905          4.021         13.892          0.470
          0.283          0.000          0.283        -17.941         -6.692         -3.667         -3.459          3.910          4.028         13.887         27.260
          0.288          0.000          0.288        -17.940         -6.691         -3.673         -3.463          3.916          4.035         13.882          0.468
          0.293          0.000          0.293        -17.940         -6.690         -3.679         -3.468          3.922          4.042         13.876         27.239
          0.298          0.000          0.298        -17.939         -6.688         -3.686         -3.472          3.929          4.049         13.871          0.467
          0.304          0.000          0.304        -17.939         -6.687         -3.692         -3.477          3.935          4.056         13.865         27.218
          0.309          0.000          0.309        -17.938         -6.686         -3.698         -3.482          3.941          4.063         13.859          0.466
          0.314          0.000          0.314        -17.938         -6.684         -3.705         -3.486          3.948          4.070         13.853         27.197
          0.319          0.000          0.319        -17.937         -6.683         -3.712         -3.491          3.954          4.078         13.847         -0.465
          0.325          0.000          0.325        -17.937         -6.681         -3.719         -3.496          3.961          4.086         13.841         27.174
          0.330          0.000          0.330        -17.936         -6.680         -3.726         -3.501          3.967          4.093         13.835         -0.464
          0.335          0.000          0.335        -17.935         -6.679         -3.733         -3.506          3.974          4.101         13.829         27.151
          0.340          0.000          0.340        -17.935         -6.677         -3.740         -3.511          3.981          4.109         13.822         -0.463
          0.346          0.000          0.346        -17.934         -6.676         -3.747         -3.516          3.987          4.118         13.816         27.128
          0.351          0.000          0.351        -17.934         -6.674         -3.754         -3.521          3.994          4.126         13.809         -0.461
          0.356          0.000          0.356        -17.933         -6.673         -3.762         -3.527          4.001          4.134         13.803         27.103
          0.361          0.000          0.361        -17.932         -6.671         -3.769         -3.532          4.008          4.143         13.796         -0.460
          0.367          0.000          0.367        -17.932         -6.669         -3.777         -3.537          4.016          4.151         13.789         27.078
          0.372          0.000          0.372        -17.931         -6.668         -3.785         -3.543          4.023          4.160         13.782         -0.459
          0.377          0.000          0.377        -17.930         -6.666         -3.793         -3.548          4.030          4.169         13.775         27.052
