              k             kx             ky
          1.721          0.100          0.000        -17.950         -6.714         -3.566         -3.372          3.795          3.916         13.982         27.437
          1.728          0.093          0.000        -17.957         -6.730         -3.484         -3.314          3.718          3.824         14.052         27.569
          1.735          0.087          0.000        -17.963         -6.745         -3.405         -3.259          3.645          3.736         14.117         27.692
          1.741          0.080          0.000        -17.968         -6.759         -3.331         -3.206          3.576          3.653         14.177         27.808
          1.748          0.073          0.000        -17.973         -6.772         -3.261         -3.156          3.511          3.575         14.233         27.916
          1.755          0.067          0.000        -17.978         -6.783         -3.197         -3.110          3.450          3.503         14.284         28.015
          1.761          0.060          0.000        -17.982         -6.794         -3.137         -3.067          3.394          3.437         14.331         28.106
          1.768          0.053          0.000        -17.986         -6.803         -3.083         -3.027          3.343          3.377         14.373         28.187
          1.775          0.047          0.000        -17.989         -6.811         -3.035         -2.992          3.297          3.323         14.410         28.260
          1.781          0.040          0.000        -17.992         -6.818         -2.992         -2.960          3.256          3.275         14.442         28.323
          1.788          0.033          0.000        -17.995         -6.824         -2.955         -2.933          3.222          3.235         14.469         28.377
          1.795          0.027          0.000        -17.996         -6.829         -2.925         -2.911          3.193          3.201         14.491         28.421
          1.801          0.020          0.000        -17.998         -6.833         -2.902         -2.894          3.171          3.175         14.509         28.456
          1.808          0.013          0.000        -17.999         -6.836         -2.884         -2.881          3.154          3.156         14.521         28.480
          1.815          0.007          0.000        -18.000         -6.838         -2.874         -2.873          3.145          3.145         14.529         28.495
          1.821          0.000          0.000        -18.000         -6.838         -2.871         -2.871          3.141          3.141         14.531         28.500
